/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,avrtestFocus.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end JMP 68 __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,avrtestFocus.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,avrtestFocus.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0068: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end EOR R1, R1 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x006a: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x1 OUT 0x3f, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x006c: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x2 LDI R28, 0xff 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x006e: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x3 LDI R29, 0x08 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0070: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x4 OUT 0x3e, R29 SP=0x800 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0072: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x5 OUT 0x3d, R28 SP=0x8ff 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0074: __do_copy_data                 LDI R17, 0x01 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0x8a           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0168: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016a: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x7c           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016a: __utoa_common+0xb              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015a: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015c: __utoa_common+0x4              ADC R25, R25 SREG=[---SV-ZC] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015e: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0160: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0x8a           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0168: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016a: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x7c           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016a: __utoa_common+0xb              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015a: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015c: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x015e: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0160: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0x8a           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0162: __utoa_common+0x7              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0168: __utoa_common+0xa              SUBI R21, 0x10 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016a: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x8e           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016c: __utoa_common+0xc              SUBI R26, 0xd0 SREG=[-------C] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x016e: __utoa_common+0xd              CPI R26, 0x3a SREG=[--HS-N-C] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0170: __utoa_common+0xe              BRCS ->0x0002 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0170: __utoa_common+0xe              CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0174: __utoa_common+0x10             ST Z+, R26 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0174: __utoa_common+0x10             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0176: __utoa_common+0x11             SBIW R24, 0x00 SREG=[--H---Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0176: __utoa_common+0x11             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0178: __utoa_common+0x12             BRNE ->0xffde __data_load_end+0x9c           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x017a: __utoa_common+0x13             CPSE R27, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x017a: __utoa_common+0x13             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x017e: __utoa_common+0x15             ST Z+, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x017e: __utoa_common+0x15             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0180: __utoa_common+0x16             MOVW R24, R22 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0182: __utoa_common+0x17             JMP 186 strrev                         
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0182: __utoa_common+0x17             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0182: __utoa_common+0x17             CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0186: strrev                         MOVW R26, R24 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0188: strrev+0x1                     MOVW R30, R24 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018a: strrev+0x2                     MOV R22, R23 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018c: strrev+0x3                     LD R23, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018c: strrev+0x3                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018e: strrev+0x4                     AND R23, R23 SREG=[--H-----] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0190: strrev+0x5                     BRNE ->0xfff8 __data_load_end+0xac           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0190: strrev+0x5                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018a: strrev+0x2                     MOV R22, R23 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018c: strrev+0x3                     LD R23, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018c: strrev+0x3                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x018e: strrev+0x4                     AND R23, R23 SREG=[--H---Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0190: strrev+0x5                     BRNE ->0xfff8 __data_load_end+0xb4           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0192: strrev+0x6                     SBIW R30, 0x02 SREG=[--H-----] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0192: strrev+0x6                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0194: strrev+0x7                     RJMP 19e 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0194: strrev+0x7                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x019e: strrev+0xc                     CP R26, R30 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a0: strrev+0xd                     CPC R27, R31 SREG=[------Z-] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a2: strrev+0xe                     BRCS ->0xfff2 __data_load_end+0xc6           
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a4: strrev+0xf                     RET SP=0x8e5 0x0 SP=0x8e6 0x6d 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a4: strrev+0xf                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a4: strrev+0xf                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x01a4: strrev+0xf                     CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00da: platform_main_end+0x18         LDI R24, 0x00 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00dc: platform_main_end+0x19         LDI R25, 0x01 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00de: platform_main_end+0x1a         CALL 0x96 SP=0x8e5 0x71 SP=0x8e4 0x0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00de: platform_main_end+0x1a         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00de: platform_main_end+0x1a         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00de: platform_main_end+0x1a         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0096: debug_puts                     MOVW R30, R24 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0098: debug_puts+0x1                 LDD R18, Z+0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0098: debug_puts+0x1                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009a: debug_puts+0x2                 AND R18, R18 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009c: debug_puts+0x3                 BREQ ->0x000a main+0x18                      
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009e: debug_puts+0x4                 ADIW R30, 1 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009e: debug_puts+0x4                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 RJMP a0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a6: debug_puts+0x8                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 LD R18, Z+ 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a2: debug_puts+0x6                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPSE R18, R1 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a4: debug_puts+0x7                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a8: debug_puts+0x9                 RET SP=0x8e5 0x0 SP=0x8e6 0x71 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a8: debug_puts+0x9                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a8: debug_puts+0x9                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00a8: debug_puts+0x9                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e2: platform_main_end+0x1c         MOVW R24, R28 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e4: platform_main_end+0x1d         ADIW R24, 1 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e4: platform_main_end+0x1d         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e6: platform_main_end+0x1e         CALL 0x96 SP=0x8e5 0x75 SP=0x8e4 0x0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e6: platform_main_end+0x1e         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e6: platform_main_end+0x1e         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x00e6: platform_main_end+0x1e         CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0096: debug_puts                     MOVW R30, R24 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0098: debug_puts+0x1                 LDD R18, Z+0 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x0098: debug_puts+0x1                 CPU-waitstate
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009a: debug_puts+0x2                 AND R18, R18 SREG=[--------] 
/specific/a/home/cc/students/cs/alonelmaliah//Desktop/avrTest/DebugFolder/O1avrtest.elf 0x009c: debug_puts+0x3                 BREQ ->0x000a main+0x18                      
